student_id,gender,age_band,ses_band,region_band,entry_score_band,international_flag
S01431,Female,<=20,High,Local,Medium,False
S01432,Male,21-25,High,Local,Medium,False
S01433,Female,35+,Medium,Local,Medium,False
S01434,Male,<=20,Medium,Local,High,False
S01435,Female,21-25,Medium,Local,Low,False
S01436,Female,<=20,Low,Local,Medium,False
S01437,Female,<=20,Medium,Local,Low,False
S01438,Male,26-34,High,Local,Medium,False
S01439,Female,26-34,Medium,Local,Low,False
S01440,Male,21-25,Low,Local,Medium,False
S01441,Male,<=20,Medium,Local,High,False
S01442,Female,<=20,Low,Local,Low,False
S01443,Male,<=20,Medium,Regional,Medium,False
S01444,Female,<=20,Medium,Regional,Medium,False
S01445,Male,<=20,Medium,Local,Low,False
S01446,Female,21-25,Medium,Local,Medium,False
S01447,Male,26-34,High,Local,Medium,False
S01448,Male,<=20,Low,Regional,High,False
S01449,Male,<=20,High,Local,Medium,False
S01450,Male,26-34,Medium,Local,Medium,False
S01451,Male,<=20,High,Local,Medium,False
S01452,Male,21-25,Medium,International,Medium,True
S01453,Male,<=20,Low,Regional,Medium,False
S01454,Male,<=20,High,Local,High,False
S01455,Female,35+,Medium,Local,High,False
S01456,Male,<=20,Low,Regional,High,False
S01457,Male,<=20,Low,Local,Medium,False
S01458,Male,<=20,Medium,Local,Medium,False
S01459,Female,26-34,Medium,Regional,High,False
S01460,Male,26-34,Medium,Local,Medium,False
S01461,Female,<=20,Medium,Local,Medium,False
S01462,Male,<=20,Medium,Local,Medium,False
S01463,Female,21-25,Medium,International,High,True
S01464,Male,<=20,Medium,Local,Medium,False
S01465,Prefer not to say,21-25,Low,Regional,Medium,False
S01466,Female,<=20,High,Local,High,False
S01467,Non-binary,<=20,Low,International,Medium,True
S01468,Female,21-25,Medium,International,Medium,True
S01469,Male,<=20,Medium,Local,Medium,False
S01470,Male,26-34,Medium,Local,Medium,False
S01471,Male,<=20,Low,Local,Low,False
S01472,Male,<=20,Low,Regional,Medium,False
S01473,Male,35+,Medium,Local,Medium,False
S01474,Female,<=20,High,Regional,Medium,False
S01475,Female,21-25,Medium,Local,High,False
S01476,Male,<=20,Medium,Local,Medium,False
S01477,Male,21-25,Medium,Regional,High,False
S01478,Male,21-25,Low,Local,Medium,False
S01479,Male,<=20,Low,Local,Medium,False
S01480,Female,21-25,Low,International,Low,True
S01481,Male,21-25,Medium,Local,Low,False
S01482,Female,<=20,Low,International,Medium,True
S01483,Male,21-25,Low,Regional,Low,False
S01484,Female,21-25,Medium,Regional,High,False
S01485,Female,<=20,High,Local,Low,False
S01486,Female,<=20,High,Local,High,False
S01487,Female,<=20,Medium,Local,Medium,False
S01488,Male,<=20,Low,Local,Medium,False
S01489,Female,21-25,Medium,International,Low,True
S01490,Female,<=20,Low,Local,Medium,False
S01491,Female,26-34,Medium,Local,Low,False
S01492,Female,<=20,Medium,Local,Medium,False
S01493,Female,<=20,Medium,Local,Medium,False
S01494,Female,21-25,High,Local,Medium,False
S01495,Male,<=20,Medium,Local,High,False
S01496,Male,<=20,Medium,Regional,Medium,False
S01497,Male,<=20,Low,Local,Low,False
S01498,Female,<=20,High,Local,Medium,False
S01499,Female,<=20,Low,Local,High,False
S01500,Male,35+,High,Local,Low,False
S01501,Male,<=20,Medium,Local,Medium,False
S01502,Female,26-34,Low,International,Low,True
S01503,Female,21-25,High,Local,Low,False
S01504,Female,<=20,Low,Local,Medium,False
S01505,Female,<=20,High,International,Medium,True
S01506,Female,21-25,Low,Regional,Medium,False
S01507,Male,26-34,High,Local,Medium,False
S01508,Male,<=20,Medium,Local,Low,False
S01509,Male,<=20,Medium,Regional,Medium,False
S01510,Male,<=20,Medium,Local,Medium,False
S01511,Male,<=20,Low,Local,Medium,False
S01512,Male,21-25,High,Local,Low,False
S01513,Male,26-34,Low,Local,Medium,False
S01514,Female,<=20,Medium,Local,Medium,False
S01515,Female,21-25,Medium,Local,Low,False
S01516,Female,21-25,Medium,Local,Medium,False
S01517,Male,<=20,Low,Regional,Medium,False
S01518,Male,<=20,Low,Local,Low,False
S01519,Female,21-25,Low,Local,Medium,False
S01520,Male,26-34,High,Local,Medium,False
S01521,Female,21-25,Low,Regional,High,False
S01522,Male,<=20,High,Local,Medium,False
S01523,Female,<=20,Low,Regional,Medium,False
S01524,Female,<=20,Low,Local,Low,False
S01525,Female,21-25,Medium,Regional,High,False
S01526,Female,21-25,Low,Regional,High,False
S01527,Female,<=20,Medium,Regional,Low,False
S01528,Female,21-25,High,Local,Low,False
S01529,Male,21-25,Low,Local,Medium,False
S01530,Male,21-25,Medium,Local,Medium,False
S01531,Female,35+,Medium,Local,Low,False
S01532,Male,<=20,Low,Local,Medium,False
S01533,Male,26-34,Low,Local,Medium,False
S01534,Female,<=20,High,International,Medium,True
S01535,Female,<=20,Low,Regional,Medium,False
S01536,Female,26-34,High,Local,Medium,False
S01537,Female,26-34,Medium,Local,High,False
S01538,Male,<=20,Low,Regional,Medium,False
S01539,Female,21-25,Medium,Local,Medium,False
S01540,Male,21-25,High,Local,High,False
S01541,Male,21-25,Medium,Local,Low,False
S01542,Female,<=20,Medium,Local,Medium,False
S01543,Male,21-25,High,Local,Medium,False
S01544,Female,<=20,Low,International,Medium,True
S01545,Male,<=20,High,Local,Low,False
S01546,Female,<=20,High,Local,High,False
S01547,Male,<=20,Medium,Local,Medium,False
S01548,Male,26-34,High,Regional,Low,False
S01549,Female,<=20,Medium,Regional,High,False
S01550,Male,35+,Medium,Local,Medium,False
S01551,Male,<=20,Medium,Regional,Medium,False
S01552,Male,21-25,Medium,Local,Medium,False
S01553,Male,21-25,Medium,Local,Medium,False
S01554,Male,21-25,Low,Regional,Medium,False
S01555,Female,21-25,Medium,Local,Low,False
S01556,Female,21-25,Low,Local,Medium,False
S01557,Male,26-34,Low,Regional,Medium,False
S01558,Female,21-25,Medium,Local,High,False
S01559,Male,<=20,High,Local,Medium,False
S01560,Male,21-25,Medium,Local,Medium,False
S01561,Female,<=20,Medium,Local,Low,False
S01562,Female,<=20,Low,Local,High,False
S01563,Male,26-34,Medium,Local,Medium,False
S01564,Female,<=20,Low,Regional,Medium,False
S01565,Male,21-25,Low,International,High,True
S01566,Female,<=20,Medium,Local,High,False
S01567,Male,<=20,Medium,Local,Medium,False
S01568,Female,<=20,Low,Regional,Medium,False
S01569,Male,<=20,Medium,International,High,True
S01570,Female,21-25,High,Local,High,False
S01571,Male,<=20,Low,Regional,Medium,False
S01572,Female,<=20,Low,Local,Medium,False
S01573,Male,<=20,Medium,International,Low,True
S01574,Male,<=20,Low,Local,Medium,False
S01575,Female,21-25,High,International,Medium,True
S01576,Female,<=20,Medium,Local,Medium,False
S01577,Female,21-25,Medium,International,Medium,True
S01578,Male,26-34,Medium,Local,Low,False
S01579,Male,21-25,Medium,Local,Low,False
S01580,Male,21-25,Low,Regional,Medium,False
S01581,Female,<=20,High,Regional,Medium,False
S01582,Female,<=20,Medium,Local,Medium,False
S01583,Male,26-34,Low,Local,High,False
S01584,Male,21-25,Medium,Regional,Medium,False
S01585,Non-binary,21-25,Low,International,Medium,True
S01586,Female,21-25,Low,Local,Low,False
S01587,Male,<=20,Medium,Local,Medium,False
S01588,Female,<=20,Medium,Regional,Medium,False
S01589,Female,21-25,Medium,Regional,Medium,False
S01590,Male,21-25,Low,Regional,Low,False
S01591,Male,<=20,Medium,Regional,Low,False
S01592,Prefer not to say,26-34,Low,Regional,Medium,False
S01593,Female,<=20,Medium,Regional,Medium,False
S01594,Female,<=20,Medium,International,Medium,True
S01595,Male,26-34,Medium,Regional,High,False
S01596,Male,21-25,High,Regional,Medium,False
S01597,Female,<=20,High,Local,Medium,False
S01598,Female,<=20,High,Local,High,False
S01599,Female,<=20,High,Local,Medium,False
S01600,Male,21-25,Medium,Regional,Medium,False
S01601,Female,<=20,High,Local,High,False
S01602,Female,21-25,High,Local,Medium,False
S01603,Female,26-34,Medium,Local,Low,False
S01604,Female,21-25,Low,Regional,High,False
S01605,Female,<=20,Low,Regional,Medium,False
S01606,Male,21-25,High,International,Medium,True
S01607,Female,<=20,Medium,Local,High,False
S01608,Male,<=20,High,Local,Medium,False
S01609,Female,<=20,Medium,Local,Medium,False
S01610,Male,<=20,Medium,Local,Medium,False
S01611,Male,26-34,Medium,Regional,Low,False
S01612,Male,<=20,High,Local,Low,False
S01613,Male,<=20,Low,Local,Medium,False
S01614,Female,35+,High,Local,Low,False
S01615,Female,<=20,Medium,Local,Medium,False
S01616,Male,21-25,Medium,Local,Low,False
S01617,Prefer not to say,<=20,Medium,Local,Medium,False
S01618,Male,<=20,Low,Local,High,False
S01619,Male,26-34,Low,Local,Medium,False
S01620,Male,<=20,Medium,Local,Medium,False
S01621,Female,21-25,Low,Local,High,False
S01622,Female,<=20,Low,International,Low,True
S01623,Male,<=20,High,Local,Medium,False
S01624,Male,<=20,Medium,Local,Medium,False
S01625,Female,<=20,Medium,International,Medium,True
S01626,Male,<=20,Low,Local,Low,False
S01627,Female,21-25,High,Local,Medium,False
S01628,Male,<=20,High,Local,Medium,False
S01629,Female,<=20,Medium,Local,Medium,False
S01630,Female,<=20,High,Local,Medium,False
S01631,Male,26-34,High,Local,Medium,False
S01632,Female,26-34,Medium,Regional,Medium,False
S01633,Male,21-25,Medium,Local,Low,False
S01634,Male,26-34,Low,International,High,True
S01635,Male,<=20,Low,International,Medium,True
S01636,Female,<=20,Low,International,Low,True
S01637,Female,21-25,Low,Regional,Low,False
S01638,Female,21-25,Low,Local,Medium,False
S01639,Prefer not to say,<=20,High,Regional,Medium,False
S01640,Male,<=20,Low,Local,Medium,False
S01641,Male,35+,High,Regional,Medium,False
S01642,Male,21-25,Medium,Local,Medium,False
S01643,Male,<=20,Low,Local,Medium,False
S01644,Male,21-25,Medium,International,High,True
S01645,Female,<=20,Low,Local,Medium,False
S01646,Male,<=20,High,Local,Medium,False
S01647,Female,<=20,High,Local,Low,False
S01648,Male,<=20,Low,Regional,Low,False
S01649,Male,<=20,High,Local,Medium,False
S01650,Male,21-25,Medium,Regional,Low,False
S01651,Female,<=20,Low,Regional,Medium,False
S01652,Female,21-25,Medium,Local,Medium,False
S01653,Female,<=20,Medium,Local,Medium,False
S01654,Female,<=20,Low,Regional,Medium,False
S01655,Female,26-34,Medium,Local,Medium,False
S01656,Male,21-25,Low,Local,Medium,False
S01657,Male,35+,Medium,Local,High,False
S01658,Female,35+,Low,Local,Medium,False
S01659,Female,<=20,High,Local,Medium,False
S01660,Female,<=20,Medium,Local,High,False
S01661,Male,26-34,Low,Local,Medium,False
S01662,Male,35+,Medium,Local,Medium,False
S01663,Male,21-25,Low,Local,Medium,False
S01664,Male,21-25,Medium,Regional,Medium,False
S01665,Prefer not to say,21-25,Low,Regional,Medium,False
S01666,Male,<=20,High,Local,Medium,False
S01667,Female,21-25,High,Local,Low,False
S01668,Male,21-25,Medium,International,High,True
S01669,Female,21-25,Low,Local,Medium,False
S01670,Male,<=20,Medium,International,Medium,True
S01671,Female,<=20,Medium,Local,Medium,False
S01672,Male,<=20,Medium,Regional,Medium,False
S01673,Male,<=20,Medium,Local,Medium,False
S01674,Male,26-34,Medium,Local,Medium,False
S01675,Male,<=20,Medium,International,Medium,True
S01676,Female,<=20,High,International,Low,True
S01677,Female,<=20,Low,Local,High,False
S01678,Female,21-25,Medium,International,High,True
S01679,Female,<=20,Medium,Local,Low,False
S01680,Male,<=20,Low,Regional,Medium,False
S01681,Female,<=20,Medium,Local,Medium,False
S01682,Non-binary,<=20,High,Local,High,False
S01683,Male,<=20,Medium,Regional,Low,False
S01684,Male,<=20,Low,Local,Low,False
S01685,Female,26-34,Low,Local,Low,False
S01686,Male,<=20,Medium,Local,Medium,False
S01687,Male,<=20,Low,Local,High,False
S01688,Female,21-25,High,Regional,Medium,False
S01689,Male,<=20,Medium,Local,Low,False
S01690,Male,21-25,Low,Regional,Medium,False
S01691,Female,<=20,High,Local,Low,False
S01692,Male,21-25,Medium,Local,Low,False
S01693,Female,21-25,Low,Local,High,False
S01694,Female,26-34,Medium,Local,High,False
S01695,Female,<=20,Low,Local,High,False
S01696,Female,<=20,High,Local,Medium,False
S01697,Female,<=20,Medium,Local,Medium,False
S01698,Female,26-34,High,Regional,Medium,False
S01699,Male,26-34,Medium,Local,Low,False
S01700,Male,<=20,High,Regional,Low,False
S01701,Male,<=20,Low,Local,Medium,False
S01702,Female,<=20,High,Local,High,False
S01703,Female,<=20,High,Local,Medium,False
S01704,Male,<=20,Medium,Local,Low,False
S01705,Female,<=20,Medium,Local,Low,False
S01706,Female,21-25,Medium,International,High,True
S01707,Male,26-34,High,Local,High,False
S01708,Female,35+,Medium,Local,Medium,False
S01709,Male,<=20,Medium,Local,Low,False
S01710,Male,21-25,High,Local,Medium,False
S01711,Female,26-34,Medium,Local,Medium,False
S01712,Female,<=20,Medium,Regional,High,False
S01713,Male,21-25,High,Local,Low,False
S01714,Female,<=20,Low,Regional,Medium,False
S01715,Female,<=20,Medium,Local,Low,False
S01716,Prefer not to say,<=20,Low,Local,Medium,False
S01717,Female,<=20,Low,Local,Low,False
S01718,Male,21-25,Medium,Local,High,False
S01719,Non-binary,<=20,Medium,Local,Medium,False
S01720,Female,<=20,Medium,Local,Medium,False
S01721,Female,<=20,Medium,Local,Medium,False
S01722,Female,26-34,Medium,Regional,High,False
S01723,Female,<=20,Low,Local,Medium,False
S01724,Female,21-25,Medium,Regional,Low,False
S01725,Male,21-25,Medium,Local,Low,False
S01726,Female,<=20,Medium,Regional,Medium,False
S01727,Male,<=20,Medium,Local,Medium,False
S01728,Prefer not to say,21-25,High,Local,Medium,False
S01729,Male,<=20,Medium,International,Medium,True
S01730,Male,<=20,Low,Local,Low,False
S01731,Female,21-25,High,Local,High,False
S01732,Male,<=20,High,Local,Low,False
S01733,Male,<=20,Medium,Local,Low,False
S01734,Female,<=20,High,International,Medium,True
S01735,Female,<=20,Medium,Regional,Medium,False
S01736,Male,21-25,Medium,Regional,Low,False
S01737,Female,21-25,Medium,International,Medium,True
S01738,Female,21-25,Medium,Local,Medium,False
S01739,Female,21-25,Low,Local,Low,False
S01740,Female,<=20,Low,Regional,High,False
S01741,Male,<=20,Low,Local,High,False
S01742,Male,<=20,Low,Local,Medium,False
S01743,Male,<=20,Medium,Local,High,False
S01744,Female,35+,Medium,International,Low,True
S01745,Female,21-25,Low,Local,Medium,False
S01746,Female,<=20,High,Regional,Medium,False
S01747,Female,<=20,Low,Local,High,False
S01748,Female,<=20,Medium,Local,Medium,False
S01749,Male,<=20,Low,Regional,Low,False
S01750,Female,<=20,Low,International,Medium,True
S01751,Male,<=20,Low,Local,Low,False
S01752,Female,26-34,Medium,Local,Low,False
S01753,Female,21-25,Medium,Local,Medium,False
S01754,Female,<=20,Low,Regional,Medium,False
S01755,Non-binary,<=20,Medium,Local,Low,False
S01756,Male,<=20,Low,Local,Low,False
S01757,Male,21-25,High,Regional,Medium,False
S01758,Female,21-25,Medium,Local,Medium,False
S01759,Female,26-34,Low,Local,Medium,False
S01760,Male,<=20,Medium,Regional,Medium,False
S01761,Female,21-25,High,International,Low,True
S01762,Male,<=20,Medium,International,Low,True
S01763,Female,21-25,Medium,Local,High,False
S01764,Female,<=20,Medium,International,Medium,True
S01765,Female,<=20,Medium,Regional,Medium,False
S01766,Female,21-25,High,Local,High,False
S01767,Male,<=20,High,Local,Medium,False
S01768,Female,<=20,Medium,Local,Low,False
S01769,Female,<=20,Medium,Regional,High,False
S01770,Female,<=20,Medium,Regional,Low,False
S01771,Female,<=20,Medium,Regional,Medium,False
S01772,Male,<=20,High,Local,Medium,False
S01773,Male,<=20,Medium,Local,Medium,False
S01774,Male,<=20,Medium,Local,Medium,False
S01775,Male,35+,Low,International,Medium,True
S01776,Female,<=20,Medium,Regional,Medium,False
S01777,Male,<=20,High,Local,High,False
S01778,Female,<=20,Medium,Local,Low,False
S01779,Female,26-34,Low,Regional,High,False
S01780,Male,21-25,Low,Local,Low,False
S01781,Female,<=20,Medium,Regional,Low,False
S01782,Male,21-25,High,Local,High,False
S01783,Female,21-25,High,Regional,Medium,False
S01784,Male,21-25,High,Local,Low,False
S01785,Male,21-25,Medium,Local,Medium,False
S01786,Male,26-34,Medium,International,Medium,True
S01787,Male,26-34,Medium,Local,Medium,False
S01788,Male,21-25,Medium,Local,Medium,False
S01789,Female,<=20,Medium,International,High,True
S01790,Male,21-25,Medium,Local,Low,False
S01791,Female,21-25,Medium,Regional,Low,False
S01792,Male,<=20,Low,Local,Low,False
S01793,Male,35+,Low,Local,Low,False
S01794,Male,<=20,High,Local,High,False
S01795,Female,<=20,High,Local,High,False
S01796,Female,26-34,Medium,Regional,Medium,False
S01797,Male,<=20,Low,Regional,Medium,False
S01798,Female,<=20,High,Local,High,False
S01799,Female,<=20,Medium,Local,Low,False
S01800,Female,<=20,Medium,Regional,Low,False
S01801,Male,<=20,Medium,Local,Medium,False
S01802,Male,<=20,Medium,Local,High,False
S01803,Female,<=20,Medium,Local,Medium,False
S01804,Female,35+,High,Local,Medium,False
S01805,Female,35+,Low,Local,Low,False
S01806,Male,<=20,Low,Local,Medium,False
S01807,Male,21-25,Low,Local,High,False
S01808,Female,<=20,Medium,Regional,Medium,False
S01809,Female,<=20,Low,Local,Medium,False
S01810,Female,<=20,Low,Local,Medium,False
S01811,Male,35+,Low,Local,Medium,False
S01812,Male,26-34,Low,Regional,Medium,False
S01813,Female,<=20,Medium,Local,Medium,False
S01814,Female,<=20,Low,Local,Medium,False
S01815,Female,<=20,Medium,Regional,Low,False
S01816,Male,<=20,Medium,Local,High,False
S01817,Female,21-25,Low,Local,High,False
S01818,Male,<=20,Medium,International,Medium,True
S01819,Male,21-25,High,Local,Low,False
S01820,Female,<=20,High,Local,Medium,False
S01821,Female,26-34,Low,Local,Medium,False
S01822,Female,21-25,Medium,Regional,Medium,False
S01823,Male,<=20,Medium,Local,Low,False
S01824,Male,21-25,Low,Regional,High,False
S01825,Male,21-25,Low,Regional,Medium,False
S01826,Male,<=20,Medium,Local,High,False
S01827,Female,<=20,Medium,Regional,Medium,False
S01828,Male,26-34,Medium,Local,Medium,False
S01829,Male,<=20,Medium,Local,Medium,False
S01830,Female,<=20,Low,Regional,Medium,False
S01831,Non-binary,<=20,Medium,Local,High,False
S01832,Male,21-25,Medium,Local,High,False
S01833,Male,21-25,Medium,Regional,High,False
S01834,Male,26-34,High,Regional,Medium,False
S01835,Male,<=20,Medium,Local,Medium,False
S01836,Male,<=20,High,Regional,Medium,False
S01837,Female,21-25,Medium,Local,High,False
S01838,Female,21-25,Medium,Regional,Medium,False
S01839,Male,<=20,Medium,Regional,Low,False
S01840,Female,<=20,Medium,Local,Medium,False
S01841,Female,<=20,Medium,Local,High,False
S01842,Female,21-25,High,Regional,Medium,False
S01843,Female,26-34,Medium,Regional,Medium,False
S01844,Male,21-25,Low,Local,Medium,False
S01845,Male,35+,Medium,Local,High,False
S01846,Female,<=20,High,Local,Medium,False
S01847,Female,26-34,Medium,Local,Medium,False
S01848,Female,21-25,Medium,Regional,Medium,False
S01849,Male,<=20,Low,Local,High,False
S01850,Male,35+,Medium,Regional,High,False
S01851,Female,<=20,Low,International,High,True
S01852,Male,26-34,Low,International,Low,True
S01853,Male,26-34,Medium,Local,Low,False
S01854,Male,21-25,Medium,Regional,High,False
S01855,Male,21-25,Medium,International,High,True
S01856,Female,<=20,High,Local,Medium,False
S01857,Male,<=20,Low,Local,Low,False
S01858,Female,<=20,Medium,International,Medium,True
S01859,Male,21-25,Medium,Local,Medium,False
S01860,Male,21-25,Low,International,Medium,True
S01861,Male,26-34,Medium,Local,Low,False
S01862,Male,<=20,Medium,Local,Low,False
S01863,Female,21-25,Medium,Local,High,False
S01864,Male,26-34,High,Local,Low,False
S01865,Non-binary,21-25,Medium,Local,Medium,False
S01866,Male,<=20,High,Local,Medium,False
S01867,Female,<=20,Medium,Local,Medium,False
S01868,Female,<=20,Low,Local,Low,False
S01869,Female,21-25,Medium,Local,Medium,False
S01870,Male,21-25,Low,Regional,Medium,False
S01871,Male,35+,Medium,Local,High,False
S01872,Female,<=20,Medium,Regional,Medium,False
S01873,Male,<=20,Medium,Regional,Low,False
S01874,Male,21-25,Low,Local,High,False
S01875,Male,21-25,Medium,Local,Low,False
S01876,Male,26-34,Low,International,High,True
S01877,Male,21-25,Medium,Regional,Low,False
S01878,Male,<=20,Medium,Local,Medium,False
S01879,Female,21-25,High,Regional,Low,False
S01880,Male,26-34,Low,Local,Medium,False
S01881,Male,<=20,Medium,Local,Medium,False
S01882,Male,<=20,Medium,Local,Medium,False
S01883,Male,<=20,High,Local,Low,False
S01884,Male,<=20,Medium,International,High,True
S01885,Female,21-25,Low,Regional,High,False
S01886,Female,<=20,Medium,Local,Medium,False
S01887,Female,<=20,Medium,Local,Medium,False
S01888,Female,<=20,Medium,Local,Medium,False
S01889,Male,21-25,High,Local,Low,False
S01890,Prefer not to say,<=20,Low,Local,High,False
S01891,Female,21-25,High,Local,Medium,False
S01892,Female,<=20,Low,Local,Medium,False
S01893,Male,<=20,High,Local,Medium,False
S01894,Female,<=20,High,International,Medium,True
S01895,Male,<=20,Medium,International,High,True
S01896,Male,<=20,Medium,Local,Medium,False
S01897,Male,<=20,Low,Local,Medium,False
S01898,Female,26-34,Low,Local,Medium,False
S01899,Female,21-25,Low,Local,Low,False
S01900,Male,<=20,Low,International,Medium,True
S01901,Male,<=20,Medium,Regional,High,False
S01902,Female,35+,Low,Local,Medium,False
S01903,Male,21-25,High,Local,Medium,False
S01904,Female,<=20,Medium,International,Medium,True
S01905,Male,21-25,Medium,Local,Medium,False
S01906,Female,21-25,Medium,Local,High,False
S01907,Male,21-25,Medium,International,Low,True
S01908,Female,<=20,Low,Local,Medium,False
S01909,Female,<=20,Medium,Local,Medium,False
S01910,Female,<=20,Medium,Local,Medium,False
S01911,Female,26-34,Medium,Regional,High,False
S01912,Male,21-25,Low,Regional,Low,False
S01913,Prefer not to say,<=20,High,Local,Low,False
S01914,Female,26-34,Low,Local,Medium,False
S01915,Female,26-34,Medium,Local,Medium,False
S01916,Male,35+,Medium,Local,Medium,False
S01917,Male,26-34,Medium,Local,High,False
S01918,Male,35+,High,Local,Medium,False
S01919,Female,<=20,Medium,Local,Low,False
S01920,Female,21-25,Medium,International,Low,True
S01921,Male,21-25,Low,Local,Low,False
S01922,Female,<=20,High,Local,Medium,False
S01923,Male,<=20,Medium,Local,High,False
S01924,Female,35+,Low,Regional,Medium,False
S01925,Male,<=20,Medium,Local,Low,False
S01926,Female,26-34,Low,Local,High,False
S01927,Male,<=20,Low,Regional,Low,False
S01928,Female,<=20,High,International,Medium,True
S01929,Male,<=20,Medium,Regional,Low,False
S01930,Female,<=20,Low,Local,Low,False
S01931,Male,21-25,Medium,Local,Medium,False
S01932,Male,21-25,High,Regional,Medium,False
S01933,Male,<=20,Low,Local,Medium,False
S01934,Male,<=20,Medium,Local,Medium,False
S01935,Male,<=20,Medium,International,Low,True
S01936,Male,<=20,Low,Regional,Medium,False
S01937,Female,21-25,Medium,Regional,High,False
S01938,Male,<=20,Low,Regional,Low,False
S01939,Male,<=20,Medium,Local,Medium,False
S01940,Female,<=20,High,Regional,Medium,False
S01941,Female,<=20,Low,Local,Medium,False
S01942,Female,<=20,High,International,Medium,True
S01943,Male,<=20,Medium,Local,Medium,False
S01944,Male,26-34,Medium,Local,High,False
S01945,Male,26-34,Medium,Local,Medium,False
S01946,Male,21-25,Low,Local,Medium,False
S01947,Female,<=20,High,Local,Medium,False
S01948,Female,<=20,Medium,Local,Medium,False
S01949,Female,<=20,Medium,Local,Medium,False
S01950,Female,21-25,Medium,Local,Medium,False
S01951,Female,35+,Medium,Local,Medium,False
S01952,Female,<=20,High,Local,Medium,False
S01953,Male,<=20,Medium,Local,Low,False
S01954,Male,21-25,High,Regional,Medium,False
S01955,Prefer not to say,21-25,Medium,Local,High,False
S01956,Male,21-25,Low,Local,High,False
S01957,Male,21-25,High,Local,Medium,False
S01958,Female,35+,Medium,Regional,Medium,False
S01959,Male,<=20,Medium,Regional,Low,False
S01960,Male,26-34,High,Local,Medium,False
S01961,Female,35+,Low,Regional,Low,False
S01962,Female,21-25,Medium,Regional,High,False
S01963,Male,<=20,Low,Regional,Medium,False
S01964,Female,<=20,Medium,Local,Medium,False
S01965,Male,<=20,High,Regional,High,False
S01966,Male,<=20,High,Local,High,False
S01967,Female,26-34,Medium,Regional,Medium,False
S01968,Female,<=20,Medium,Regional,Medium,False
S01969,Female,<=20,High,Regional,Medium,False
S01970,Female,21-25,Medium,Local,Medium,False
S01971,Female,<=20,Low,Regional,Low,False
S01972,Male,<=20,Medium,Local,Low,False
S01973,Female,<=20,High,Local,Low,False
S01974,Male,21-25,High,Local,High,False
S01975,Female,<=20,Medium,Regional,Low,False
S01976,Male,26-34,High,Local,Medium,False
S01977,Female,<=20,Low,Local,Low,False
S01978,Female,26-34,Low,Local,High,False
S01979,Male,<=20,High,Local,Medium,False
S01980,Male,<=20,Low,Regional,Medium,False
S01981,Female,<=20,Low,Regional,Medium,False
S01982,Male,<=20,Medium,Local,High,False
S01983,Female,<=20,Medium,International,Low,True
S01984,Female,<=20,Medium,Regional,High,False
S01985,Female,<=20,Low,Regional,Medium,False
S01986,Female,21-25,High,Regional,Low,False
S01987,Male,<=20,High,International,Low,True
S01988,Male,<=20,Medium,Regional,Medium,False
S01989,Female,21-25,Medium,Local,Low,False
S01990,Male,26-34,Medium,Local,High,False
S01991,Male,<=20,Medium,Regional,Low,False
S01992,Female,<=20,Medium,Local,Medium,False
S01993,Male,35+,Medium,Local,Medium,False
S01994,Female,<=20,Medium,Local,Medium,False
S01995,Male,35+,Low,Local,Medium,False
S01996,Male,<=20,Medium,Local,High,False
S01997,Male,26-34,Medium,Regional,Medium,False
S01998,Female,<=20,Medium,Regional,Medium,False
S01999,Female,26-34,Medium,Local,Medium,False
S02000,Female,<=20,Medium,Local,Medium,False
S02001,Female,21-25,Medium,Local,High,False
S02002,Female,<=20,Low,Local,High,False
S02003,Male,<=20,Medium,Local,Low,False
S02004,Female,21-25,Medium,Regional,Medium,False
S02005,Female,<=20,Medium,International,High,True
S02006,Male,26-34,Medium,Local,Low,False
S02007,Female,<=20,Medium,Local,High,False
S02008,Male,26-34,High,Regional,Medium,False
S02009,Female,<=20,Medium,International,Low,True
S02010,Female,35+,Medium,International,Medium,True
S02011,Female,35+,High,Local,Medium,False
S02012,Female,<=20,Medium,Local,High,False
S02013,Male,26-34,Medium,Local,Medium,False
S02014,Female,21-25,Low,Local,Medium,False
S02015,Male,<=20,Medium,Regional,High,False
S02016,Female,21-25,Medium,Local,Low,False
S02017,Female,<=20,Medium,Regional,Medium,False
S02018,Male,21-25,Medium,Local,Medium,False
S02019,Female,<=20,High,International,Low,True
S02020,Male,<=20,Low,Local,Low,False
S02021,Male,<=20,Medium,Local,Medium,False
S02022,Male,21-25,Medium,Local,Low,False
S02023,Male,26-34,Medium,Local,Medium,False
S02024,Female,35+,High,Regional,Medium,False
S02025,Female,<=20,Low,Local,Medium,False
S02026,Female,<=20,Low,Regional,Medium,False
S02027,Male,21-25,Medium,Local,Medium,False
S02028,Non-binary,21-25,Medium,Local,Low,False
S02029,Female,<=20,Medium,Regional,Low,False
S02030,Male,<=20,High,International,Medium,True
S02031,Female,<=20,Low,Local,High,False
S02032,Male,<=20,Medium,International,Low,True
S02033,Female,21-25,Medium,Local,Medium,False
S02034,Non-binary,<=20,High,Local,Medium,False
S02035,Male,26-34,High,Regional,Medium,False
S02036,Female,<=20,Medium,Local,High,False
S02037,Female,<=20,Medium,Local,Low,False
S02038,Female,26-34,Low,Regional,Low,False
S02039,Female,21-25,Medium,Local,Medium,False
S02040,Female,<=20,Medium,Local,Low,False
