student_id,programme_id,academic_year,year_level,is_first_year_entrant,enrol_status,credits_attempted,credits_earned
S00627,P11,2022,1,True,Enrolled,60,46
S00627,P11,2023,2,False,Enrolled,60,43
S00627,P11,2024,3,False,Enrolled,60,45
S00628,P07,2021,1,True,Enrolled,50,43
S00628,P07,2022,2,False,Enrolled,50,50
S00628,P07,2023,3,False,Enrolled,60,59
S00628,P07,2024,4,False,Enrolled,60,55
S00628,P06,2025,4,False,Enrolled,60,47
S00629,P04,2025,1,True,Enrolled,60,60
S00630,P11,2025,1,True,Enrolled,50,38
S00631,P04,2022,1,True,Enrolled,60,49
S00632,P08,2025,1,True,Enrolled,60,40
S00633,P03,2022,1,True,Enrolled,60,43
S00633,P03,2023,2,False,Enrolled,60,54
S00634,P08,2022,1,True,Enrolled,60,50
S00634,P08,2023,2,False,Enrolled,60,48
S00634,P01,2024,3,False,Enrolled,60,47
S00634,P01,2025,4,False,Enrolled,60,43
S00635,P11,2024,1,True,Enrolled,60,50
S00635,P11,2025,2,False,Enrolled,60,53
S00636,P07,2022,1,True,Enrolled,60,55
S00636,P07,2023,2,False,Enrolled,60,54
S00637,P06,2021,1,True,Enrolled,60,58
S00637,P05,2022,2,False,Enrolled,50,45
S00637,P05,2023,3,False,Enrolled,60,46
S00637,P05,2024,4,False,Enrolled,50,49
S00637,P05,2025,4,False,Enrolled,60,50
S00638,P12,2024,1,True,Enrolled,60,51
S00638,P12,2025,2,False,Enrolled,50,49
S00639,P01,2025,1,True,Enrolled,60,47
S00640,P05,2023,1,True,Enrolled,60,58
S00640,P05,2024,2,False,Enrolled,60,52
S00640,P05,2025,3,False,Enrolled,60,47
S00641,P12,2022,1,True,Enrolled,50,39
S00641,P12,2023,2,False,Enrolled,60,45
S00641,P12,2024,3,False,Enrolled,50,43
S00641,P12,2025,4,False,Enrolled,60,46
S00642,P08,2023,1,True,Enrolled,60,54
S00643,P07,2024,1,True,Enrolled,60,53
S00644,P08,2024,1,True,Enrolled,60,46
S00644,P08,2025,2,False,Enrolled,50,42
S00645,P05,2025,1,True,Enrolled,60,51
S00646,P01,2025,1,True,Enrolled,50,41
S00647,P04,2025,1,True,Enrolled,50,40
S00648,P05,2024,1,True,Enrolled,60,56
S00648,P05,2025,2,False,Enrolled,60,59
S00649,P06,2023,1,True,Enrolled,50,44
S00649,P06,2024,2,False,Enrolled,60,52
S00649,P06,2025,3,False,Enrolled,60,54
S00650,P05,2024,1,True,Enrolled,50,40
S00650,P05,2025,2,False,Enrolled,60,52
S00651,P06,2024,1,True,Enrolled,60,56
S00651,P06,2025,2,False,Enrolled,60,54
S00652,P03,2022,1,True,Enrolled,60,51
S00652,P03,2023,2,False,Enrolled,60,54
S00653,P03,2023,1,True,Enrolled,60,47
S00654,P05,2022,1,True,Enrolled,60,43
S00655,P06,2025,1,True,Enrolled,60,50
S00656,P05,2022,1,True,Enrolled,60,59
S00656,P03,2023,2,False,Enrolled,50,40
S00656,P03,2024,3,False,Enrolled,50,49
S00656,P03,2025,4,False,Enrolled,60,60
S00657,P07,2025,1,True,Enrolled,60,48
S00658,P05,2023,1,True,Enrolled,60,50
S00658,P05,2024,2,False,Enrolled,60,47
S00658,P05,2025,3,False,Enrolled,60,60
S00659,P03,2024,1,True,Enrolled,50,38
S00660,P11,2022,1,True,Enrolled,60,49
S00660,P11,2023,2,False,Enrolled,60,43
S00660,P11,2024,3,False,Enrolled,60,42
S00660,P11,2025,4,False,Enrolled,60,54
S00661,P03,2024,1,True,Enrolled,60,49
S00661,P03,2025,2,False,Enrolled,60,55
S00662,P12,2021,1,True,Enrolled,50,38
S00662,P12,2022,2,False,Enrolled,60,52
S00662,P12,2023,3,False,Enrolled,60,45
S00663,P12,2023,1,True,Enrolled,50,42
S00663,P12,2024,2,False,Enrolled,60,43
S00663,P12,2025,3,False,Enrolled,60,43
S00664,P08,2021,1,True,Enrolled,60,47
S00664,P08,2022,2,False,Enrolled,60,48
S00664,P08,2023,3,False,Enrolled,60,44
S00664,P10,2024,4,False,Enrolled,60,47
S00664,P10,2025,4,False,Enrolled,60,47
S00665,P06,2023,1,True,Enrolled,50,49
S00665,P06,2024,2,False,Enrolled,50,42
S00665,P10,2025,3,False,Enrolled,60,49
S00666,P10,2025,1,True,Enrolled,60,57
S00667,P11,2024,1,True,Enrolled,60,49
S00667,P11,2025,2,False,Enrolled,60,52
S00668,P08,2021,1,True,Enrolled,60,54
S00668,P08,2022,2,False,Enrolled,60,54
S00668,P05,2023,3,False,Enrolled,60,51
S00668,P05,2024,4,False,Enrolled,60,51
S00668,P05,2025,4,False,Enrolled,50,44
S00669,P02,2023,1,True,Enrolled,60,49
S00670,P01,2025,1,True,Enrolled,60,52
S00671,P03,2024,1,True,Enrolled,50,43
S00672,P03,2021,1,True,Enrolled,50,39
S00672,P03,2022,2,False,Enrolled,50,44
S00672,P03,2023,3,False,Enrolled,60,46
S00672,P03,2024,4,False,Enrolled,60,51
S00672,P03,2025,4,False,Enrolled,60,52
S00673,P03,2022,1,True,Enrolled,60,48
S00673,P03,2023,2,False,Enrolled,60,51
S00673,P09,2024,3,False,Enrolled,60,59
S00674,P06,2023,1,True,Enrolled,60,51
S00674,P06,2024,2,False,Enrolled,60,56
S00674,P06,2025,3,False,Enrolled,60,49
S00675,P06,2021,1,True,Enrolled,50,38
S00675,P06,2022,2,False,Enrolled,60,54
S00675,P01,2023,3,False,Enrolled,50,46
S00675,P01,2024,4,False,Enrolled,60,51
S00675,P01,2025,4,False,Enrolled,60,53
S00676,P09,2024,1,True,Enrolled,50,50
S00676,P09,2025,2,False,Enrolled,60,53
S00677,P03,2024,1,True,Enrolled,60,51
S00677,P03,2025,2,False,Enrolled,50,42
S00678,P02,2022,1,True,Enrolled,60,51
S00679,P08,2023,1,True,Enrolled,60,45
S00679,P08,2024,2,False,Enrolled,60,47
S00679,P08,2025,3,False,Enrolled,60,56
S00680,P06,2025,1,True,Enrolled,60,54
S00681,P08,2023,1,True,Enrolled,60,49
S00681,P08,2024,2,False,Enrolled,50,48
S00681,P08,2025,3,False,Enrolled,50,44
S00682,P05,2022,1,True,Enrolled,60,53
S00682,P05,2023,2,False,Enrolled,60,47
S00682,P05,2024,3,False,Enrolled,60,44
S00682,P05,2025,4,False,Enrolled,60,48
S00683,P09,2024,1,True,Enrolled,50,37
S00683,P09,2025,2,False,Enrolled,60,52
S00684,P08,2021,1,True,Enrolled,50,38
S00684,P08,2022,2,False,Enrolled,50,38
S00684,P08,2023,3,False,Enrolled,60,44
S00684,P08,2024,4,False,Enrolled,60,43
S00684,P08,2025,4,False,Enrolled,60,48
S00685,P08,2025,1,True,Enrolled,60,51
S00686,P01,2025,1,True,Enrolled,60,50
S00687,P11,2025,1,True,Enrolled,50,44
S00688,P05,2023,1,True,Enrolled,60,54
S00688,P05,2024,2,False,Enrolled,60,53
S00688,P05,2025,3,False,Enrolled,60,51
S00689,P02,2024,1,True,Enrolled,60,51
S00689,P02,2025,2,False,Enrolled,50,47
S00690,P09,2025,1,True,Enrolled,60,41
S00691,P06,2022,1,True,Enrolled,60,46
S00691,P09,2023,2,False,Enrolled,60,46
S00692,P01,2021,1,True,Enrolled,60,47
S00692,P01,2022,2,False,Enrolled,60,58
S00692,P01,2023,3,False,Enrolled,50,39
S00692,P04,2024,4,False,Enrolled,60,45
S00692,P06,2025,4,False,Enrolled,60,49
S00693,P10,2023,1,True,Enrolled,50,45
S00694,P06,2025,1,True,Enrolled,60,51
S00695,P09,2023,1,True,Enrolled,60,46
S00695,P09,2024,2,False,Enrolled,60,47
S00695,P04,2025,3,False,Enrolled,60,54
S00696,P09,2023,1,True,Enrolled,50,43
S00697,P02,2024,1,True,Enrolled,60,49
S00698,P08,2024,1,True,Enrolled,60,51
S00698,P08,2025,2,False,Enrolled,60,56
S00699,P05,2021,1,True,Enrolled,50,42
S00699,P05,2022,2,False,Enrolled,60,50
S00699,P05,2023,3,False,Enrolled,50,40
S00699,P05,2024,4,False,Enrolled,60,52
S00699,P05,2025,4,False,Enrolled,50,42
S00700,P07,2023,1,True,Enrolled,60,47
S00701,P02,2024,1,True,Enrolled,60,50
S00701,P02,2025,2,False,Enrolled,60,55
S00702,P07,2024,1,True,Enrolled,60,51
S00702,P07,2025,2,False,Enrolled,50,45
S00703,P09,2024,1,True,Enrolled,50,45
S00703,P09,2025,2,False,Enrolled,60,49
S00704,P12,2023,1,True,Enrolled,50,47
S00704,P12,2024,2,False,Enrolled,60,50
S00704,P12,2025,3,False,Enrolled,50,49
S00705,P05,2025,1,True,Enrolled,60,55
S00706,P02,2023,1,True,Enrolled,60,48
S00706,P02,2024,2,False,Enrolled,50,40
S00706,P02,2025,3,False,Enrolled,60,46
S00707,P05,2023,1,True,Enrolled,60,41
S00707,P11,2024,2,False,Enrolled,60,54
S00708,P01,2025,1,True,Enrolled,60,51
S00709,P05,2025,1,True,Enrolled,50,41
S00710,P11,2024,1,True,Enrolled,50,50
S00710,P11,2025,2,False,Enrolled,60,56
S00711,P03,2021,1,True,Enrolled,60,55
S00711,P03,2022,2,False,Enrolled,50,45
S00711,P03,2023,3,False,Enrolled,50,46
S00711,P02,2024,4,False,Enrolled,60,41
S00711,P02,2025,4,False,Enrolled,60,50
S00712,P06,2022,1,True,Enrolled,50,40
S00713,P07,2021,1,True,Enrolled,60,40
S00713,P07,2022,2,False,Enrolled,60,41
S00713,P07,2023,3,False,Enrolled,60,46
S00714,P03,2022,1,True,Enrolled,50,38
S00714,P03,2023,2,False,Enrolled,50,42
S00714,P03,2024,3,False,Enrolled,60,49
S00715,P05,2024,1,True,Enrolled,50,45
S00715,P05,2025,2,False,Enrolled,50,41
S00716,P11,2025,1,True,Enrolled,50,42
S00717,P04,2024,1,True,Enrolled,60,42
S00717,P04,2025,2,False,Enrolled,60,52
S00718,P08,2021,1,True,Enrolled,60,53
S00718,P08,2022,2,False,Enrolled,60,51
S00718,P08,2023,3,False,Enrolled,60,45
S00718,P08,2024,4,False,Enrolled,60,53
S00718,P04,2025,4,False,Enrolled,60,50
S00719,P02,2022,1,True,Enrolled,50,40
S00719,P02,2023,2,False,Enrolled,60,52
S00719,P02,2024,3,False,Enrolled,60,49
S00720,P08,2024,1,True,Enrolled,50,42
S00721,P04,2024,1,True,Enrolled,50,35
S00721,P04,2025,2,False,Enrolled,50,34
S00722,P03,2025,1,True,Enrolled,60,57
S00723,P02,2025,1,True,Enrolled,60,46
S00724,P01,2025,1,True,Enrolled,60,46
S00725,P12,2023,1,True,Enrolled,60,51
S00725,P02,2024,2,False,Enrolled,50,48
S00725,P02,2025,3,False,Enrolled,60,51
S00726,P05,2024,1,True,Enrolled,60,46
S00726,P05,2025,2,False,Enrolled,60,43
S00727,P09,2022,1,True,Enrolled,60,59
S00727,P09,2023,2,False,Enrolled,50,38
S00727,P08,2024,3,False,Enrolled,50,46
S00728,P12,2021,1,True,Enrolled,60,59
S00728,P12,2022,2,False,Enrolled,60,50
S00728,P12,2023,3,False,Enrolled,50,39
S00728,P12,2024,4,False,Enrolled,60,42
S00728,P12,2025,4,False,Enrolled,60,52
S00729,P03,2021,1,True,Enrolled,60,55
S00729,P03,2022,2,False,Enrolled,60,56
S00730,P11,2022,1,True,Enrolled,60,57
S00730,P11,2023,2,False,Enrolled,50,45
S00730,P11,2024,3,False,Enrolled,60,44
S00731,P08,2021,1,True,Enrolled,60,56
S00731,P04,2022,2,False,Enrolled,50,40
S00731,P04,2023,3,False,Enrolled,50,41
S00731,P04,2024,4,False,Enrolled,50,45
S00731,P04,2025,4,False,Enrolled,50,44
S00732,P07,2025,1,True,Enrolled,60,47
S00733,P10,2023,1,True,Enrolled,60,53
S00733,P10,2024,2,False,Enrolled,60,40
S00733,P10,2025,3,False,Enrolled,50,46
S00734,P02,2025,1,True,Enrolled,60,45
S00735,P04,2025,1,True,Enrolled,50,49
S00736,P02,2025,1,True,Enrolled,60,50
S00737,P11,2025,1,True,Enrolled,60,56
S00738,P02,2024,1,True,Enrolled,50,42
S00738,P05,2025,2,False,Enrolled,60,50
S00739,P12,2023,1,True,Enrolled,60,50
S00739,P01,2024,2,False,Enrolled,60,49
S00740,P02,2024,1,True,Enrolled,60,50
S00740,P02,2025,2,False,Enrolled,60,50
S00741,P08,2025,1,True,Enrolled,60,46
S00742,P08,2025,1,True,Enrolled,60,44
S00743,P12,2025,1,True,Enrolled,60,45
S00744,P05,2024,1,True,Enrolled,60,50
S00744,P05,2025,2,False,Enrolled,60,52
S00745,P05,2023,1,True,Enrolled,60,54
S00745,P05,2024,2,False,Enrolled,50,43
S00745,P05,2025,3,False,Enrolled,60,55
S00746,P11,2025,1,True,Enrolled,60,54
S00747,P12,2025,1,True,Enrolled,60,60
S00748,P01,2023,1,True,Enrolled,50,39
S00749,P08,2024,1,True,Enrolled,60,47
S00749,P08,2025,2,False,Enrolled,60,44
S00750,P04,2025,1,True,Enrolled,60,56
S00751,P09,2023,1,True,Enrolled,60,51
S00751,P09,2024,2,False,Enrolled,50,45
S00751,P11,2025,3,False,Enrolled,50,44
S00752,P09,2025,1,True,Enrolled,60,51
S00753,P09,2021,1,True,Enrolled,60,46
S00753,P09,2022,2,False,Enrolled,50,43
S00754,P06,2023,1,True,Enrolled,60,55
S00754,P06,2024,2,False,Enrolled,60,51
S00754,P06,2025,3,False,Enrolled,60,49
S00755,P02,2023,1,True,Enrolled,60,53
S00755,P02,2024,2,False,Enrolled,60,59
S00755,P02,2025,3,False,Enrolled,60,53
S00756,P07,2024,1,True,Enrolled,50,47
S00756,P07,2025,2,False,Enrolled,60,58
S00757,P10,2021,1,True,Enrolled,60,56
S00758,P11,2021,1,True,Enrolled,50,37
S00759,P06,2025,1,True,Enrolled,60,53
S00760,P04,2022,1,True,Enrolled,60,44
S00761,P02,2022,1,True,Enrolled,50,41
S00761,P02,2023,2,False,Enrolled,50,36
S00762,P10,2024,1,True,Enrolled,60,58
S00762,P10,2025,2,False,Enrolled,60,49
S00763,P07,2023,1,True,Enrolled,50,41
S00763,P07,2024,2,False,Enrolled,60,53
S00763,P07,2025,3,False,Enrolled,50,43
S00764,P08,2025,1,True,Enrolled,60,59
S00765,P02,2023,1,True,Enrolled,60,56
S00765,P11,2024,2,False,Enrolled,60,50
S00765,P11,2025,3,False,Enrolled,50,48
S00766,P01,2024,1,True,Enrolled,50,44
S00767,P12,2023,1,True,Enrolled,60,51
S00767,P12,2024,2,False,Enrolled,60,47
S00767,P12,2025,3,False,Enrolled,60,48
S00768,P10,2025,1,True,Enrolled,50,50
S00769,P05,2022,1,True,Enrolled,60,53
S00769,P05,2023,2,False,Enrolled,60,50
S00769,P05,2024,3,False,Enrolled,60,51
S00769,P04,2025,4,False,Enrolled,60,52
S00770,P06,2022,1,True,Enrolled,60,51
S00770,P06,2023,2,False,Enrolled,50,34
S00770,P06,2024,3,False,Enrolled,60,55
S00770,P06,2025,4,False,Enrolled,60,58
S00771,P12,2025,1,True,Enrolled,50,44
S00772,P03,2024,1,True,Enrolled,50,41
S00772,P11,2025,2,False,Enrolled,60,43
S00773,P10,2024,1,True,Enrolled,60,52
S00773,P10,2025,2,False,Enrolled,60,56
S00774,P01,2022,1,True,Enrolled,50,40
S00774,P01,2023,2,False,Enrolled,60,46
S00774,P01,2024,3,False,Enrolled,60,51
S00774,P01,2025,4,False,Enrolled,60,48
S00775,P11,2023,1,True,Enrolled,50,44
S00775,P11,2024,2,False,Enrolled,50,41
S00775,P11,2025,3,False,Enrolled,60,55
S00776,P07,2022,1,True,Enrolled,60,50
S00776,P07,2023,2,False,Enrolled,60,54
S00776,P07,2024,3,False,Enrolled,60,56
S00776,P07,2025,4,False,Enrolled,60,52
S00777,P06,2022,1,True,Enrolled,60,51
S00777,P06,2023,2,False,Enrolled,50,45
S00778,P08,2023,1,True,Enrolled,60,57
S00778,P08,2024,2,False,Enrolled,60,54
S00779,P01,2025,1,True,Enrolled,50,44
S00780,P03,2022,1,True,Enrolled,60,49
S00781,P05,2022,1,True,Enrolled,60,60
S00782,P08,2022,1,True,Enrolled,60,53
S00782,P08,2023,2,False,Enrolled,50,48
S00783,P02,2025,1,True,Enrolled,60,52
S00784,P05,2023,1,True,Enrolled,60,52
S00784,P05,2024,2,False,Enrolled,60,42
S00784,P05,2025,3,False,Enrolled,60,50
S00785,P04,2023,1,True,Enrolled,60,55
S00786,P08,2025,1,True,Enrolled,60,48
S00787,P12,2022,1,True,Enrolled,60,51
S00787,P07,2023,2,False,Enrolled,50,43
S00787,P07,2024,3,False,Enrolled,60,58
S00787,P07,2025,4,False,Enrolled,60,48
S00788,P03,2023,1,True,Enrolled,60,51
S00788,P03,2024,2,False,Enrolled,50,45
S00788,P03,2025,3,False,Enrolled,60,50
S00789,P03,2021,1,True,Enrolled,60,43
S00789,P03,2022,2,False,Enrolled,60,49
S00789,P08,2023,3,False,Enrolled,60,49
S00789,P03,2024,4,False,Enrolled,50,44
S00790,P07,2021,1,True,Enrolled,60,50
S00790,P07,2022,2,False,Enrolled,60,42
S00790,P07,2023,3,False,Enrolled,60,47
S00790,P07,2024,4,False,Enrolled,60,50
S00790,P07,2025,4,False,Enrolled,60,51
S00791,P06,2021,1,True,Enrolled,60,54
S00791,P06,2022,2,False,Enrolled,60,51
S00791,P06,2023,3,False,Enrolled,50,41
S00792,P09,2022,1,True,Enrolled,60,43
S00793,P04,2023,1,True,Enrolled,60,50
S00793,P04,2024,2,False,Enrolled,60,52
S00793,P04,2025,3,False,Enrolled,50,43
S00794,P07,2021,1,True,Enrolled,50,45
S00794,P07,2022,2,False,Enrolled,60,52
S00794,P07,2023,3,False,Enrolled,50,37
S00794,P07,2024,4,False,Enrolled,50,38
S00794,P07,2025,4,False,Enrolled,50,41
S00795,P05,2022,1,True,Enrolled,50,44
S00795,P05,2023,2,False,Enrolled,60,60
S00795,P09,2024,3,False,Enrolled,60,50
S00796,P04,2021,1,True,Enrolled,60,53
S00796,P04,2022,2,False,Enrolled,60,58
S00796,P04,2023,3,False,Enrolled,60,54
S00796,P04,2024,4,False,Enrolled,60,55
S00796,P04,2025,4,False,Enrolled,60,57
S00797,P09,2022,1,True,Enrolled,50,41
S00797,P09,2023,2,False,Enrolled,60,50
S00797,P09,2024,3,False,Enrolled,60,47
S00797,P09,2025,4,False,Enrolled,50,46
S00798,P10,2021,1,True,Enrolled,60,53
S00798,P10,2022,2,False,Enrolled,60,48
S00798,P10,2023,3,False,Enrolled,60,48
S00798,P10,2024,4,False,Enrolled,50,41
S00798,P04,2025,4,False,Enrolled,60,45
S00799,P05,2022,1,True,Enrolled,50,48
S00799,P05,2023,2,False,Enrolled,60,57
S00799,P05,2024,3,False,Enrolled,60,55
S00799,P05,2025,4,False,Enrolled,50,43
S00800,P08,2025,1,True,Enrolled,50,39
S00801,P03,2024,1,True,Enrolled,50,41
S00801,P02,2025,2,False,Enrolled,50,44
S00802,P10,2024,1,True,Enrolled,60,45
S00802,P10,2025,2,False,Enrolled,50,39
S00803,P04,2025,1,True,Enrolled,60,46
S00804,P03,2024,1,True,Enrolled,60,43
S00805,P12,2024,1,True,Enrolled,50,41
S00805,P12,2025,2,False,Enrolled,60,56
S00806,P05,2024,1,True,Enrolled,50,46
S00806,P05,2025,2,False,Enrolled,60,51
S00807,P08,2024,1,True,Enrolled,50,41
S00807,P08,2025,2,False,Enrolled,60,57
S00808,P10,2025,1,True,Enrolled,50,42
S00809,P08,2022,1,True,Enrolled,60,50
S00809,P08,2023,2,False,Enrolled,60,55
S00809,P08,2024,3,False,Enrolled,60,55
S00809,P08,2025,4,False,Enrolled,50,48
S00810,P07,2022,1,True,Enrolled,60,46
S00810,P07,2023,2,False,Enrolled,60,49
S00810,P07,2024,3,False,Enrolled,50,46
S00810,P07,2025,4,False,Enrolled,50,45
S00811,P05,2021,1,True,Enrolled,60,44
S00811,P01,2022,2,False,Enrolled,60,49
S00812,P12,2025,1,True,Enrolled,50,41
S00813,P02,2023,1,True,Enrolled,50,44
S00814,P11,2025,1,True,Enrolled,60,54
S00815,P08,2023,1,True,Enrolled,50,36
S00815,P08,2024,2,False,Enrolled,60,45
S00815,P08,2025,3,False,Enrolled,60,47
S00816,P07,2023,1,True,Enrolled,50,41
S00816,P07,2024,2,False,Enrolled,60,48
S00816,P07,2025,3,False,Enrolled,60,53
S00817,P05,2023,1,True,Enrolled,60,51
S00817,P05,2024,2,False,Enrolled,60,44
S00817,P05,2025,3,False,Enrolled,60,44
S00818,P02,2024,1,True,Enrolled,60,47
S00818,P02,2025,2,False,Enrolled,50,42
S00819,P06,2024,1,True,Enrolled,50,47
S00819,P06,2025,2,False,Enrolled,60,49
S00820,P10,2022,1,True,Enrolled,50,47
S00820,P10,2023,2,False,Enrolled,60,49
S00820,P10,2024,3,False,Enrolled,60,45
S00820,P10,2025,4,False,Enrolled,60,58
S00821,P09,2024,1,True,Enrolled,60,46
S00822,P08,2022,1,True,Enrolled,60,58
S00822,P08,2023,2,False,Enrolled,60,57
S00822,P08,2024,3,False,Enrolled,60,57
S00823,P12,2023,1,True,Enrolled,50,42
S00824,P12,2023,1,True,Enrolled,60,53
S00824,P12,2024,2,False,Enrolled,50,42
S00824,P12,2025,3,False,Enrolled,60,45
S00825,P05,2025,1,True,Enrolled,60,49
S00826,P03,2025,1,True,Enrolled,60,50
S00827,P06,2023,1,True,Enrolled,60,55
S00827,P06,2024,2,False,Enrolled,60,55
S00827,P06,2025,3,False,Enrolled,60,51
S00828,P11,2021,1,True,Enrolled,60,56
S00828,P11,2022,2,False,Enrolled,60,47
S00829,P06,2025,1,True,Enrolled,60,60
S00830,P05,2021,1,True,Enrolled,60,47
S00830,P02,2022,2,False,Enrolled,50,39
S00830,P02,2023,3,False,Enrolled,60,42
S00830,P02,2024,4,False,Enrolled,60,45
S00830,P02,2025,4,False,Enrolled,60,50
S00831,P09,2023,1,True,Enrolled,60,53
S00832,P08,2021,1,True,Enrolled,60,45
S00832,P10,2022,2,False,Enrolled,60,52
S00832,P10,2023,3,False,Enrolled,60,44
S00832,P10,2024,4,False,Enrolled,60,56
S00832,P10,2025,4,False,Enrolled,50,47
S00833,P12,2022,1,True,Enrolled,60,50
S00833,P12,2023,2,False,Enrolled,60,55
S00833,P12,2024,3,False,Enrolled,60,48
S00833,P12,2025,4,False,Enrolled,50,43
S00834,P07,2024,1,True,Enrolled,50,43
S00834,P05,2025,2,False,Enrolled,60,51
S00835,P12,2023,1,True,Enrolled,60,48
S00835,P12,2024,2,False,Enrolled,50,40
S00835,P06,2025,3,False,Enrolled,60,48
S00836,P04,2025,1,True,Enrolled,50,43
S00837,P11,2024,1,True,Enrolled,60,50
S00837,P11,2025,2,False,Enrolled,60,51
S00838,P05,2024,1,True,Enrolled,60,50
S00838,P05,2025,2,False,Enrolled,50,50
S00839,P10,2023,1,True,Enrolled,60,51
S00839,P10,2024,2,False,Enrolled,60,45
S00839,P10,2025,3,False,Enrolled,50,39
S00840,P12,2021,1,True,Enrolled,50,43
S00840,P12,2022,2,False,Enrolled,50,42
S00840,P10,2023,3,False,Enrolled,60,50
S00841,P08,2024,1,True,Enrolled,60,44
S00842,P09,2024,1,True,Enrolled,60,41
S00842,P09,2025,2,False,Enrolled,60,42
S00843,P12,2023,1,True,Enrolled,50,42
S00843,P12,2024,2,False,Enrolled,60,48
S00843,P12,2025,3,False,Enrolled,60,57
S00844,P05,2023,1,True,Enrolled,50,40
S00844,P05,2024,2,False,Enrolled,50,42
S00844,P05,2025,3,False,Enrolled,60,52
S00845,P06,2023,1,True,Enrolled,50,43
S00846,P11,2024,1,True,Enrolled,50,36
S00846,P06,2025,2,False,Enrolled,50,42
S00847,P08,2024,1,True,Enrolled,60,45
S00847,P08,2025,2,False,Enrolled,60,49
S00848,P11,2024,1,True,Enrolled,60,50
S00848,P11,2025,2,False,Enrolled,60,52
S00849,P08,2025,1,True,Enrolled,60,56
S00850,P09,2024,1,True,Enrolled,50,39
S00850,P08,2025,2,False,Enrolled,50,38
S00851,P01,2021,1,True,Enrolled,60,53
S00851,P01,2022,2,False,Enrolled,50,43
S00851,P01,2023,3,False,Enrolled,60,59
S00851,P01,2024,4,False,Enrolled,60,40
S00851,P01,2025,4,False,Enrolled,60,47
S00852,P05,2024,1,True,Enrolled,50,37
S00852,P03,2025,2,False,Enrolled,60,58
S00853,P09,2024,1,True,Enrolled,60,43
S00853,P09,2025,2,False,Enrolled,60,47
S00854,P05,2021,1,True,Enrolled,60,52
S00854,P05,2022,2,False,Enrolled,60,52
S00854,P05,2023,3,False,Enrolled,60,51
S00854,P01,2024,4,False,Enrolled,60,53
S00854,P01,2025,4,False,Enrolled,60,55
S00855,P05,2023,1,True,Enrolled,60,49
S00855,P05,2024,2,False,Enrolled,60,45
S00855,P05,2025,3,False,Enrolled,60,43
S00856,P12,2024,1,True,Enrolled,60,55
S00856,P12,2025,2,False,Enrolled,50,47
S00857,P07,2024,1,True,Enrolled,60,54
S00858,P03,2025,1,True,Enrolled,60,50
S00859,P06,2025,1,True,Enrolled,60,44
S00860,P06,2021,1,True,Enrolled,60,54
S00860,P06,2022,2,False,Enrolled,60,49
S00860,P06,2023,3,False,Enrolled,50,43
S00860,P06,2024,4,False,Enrolled,60,51
S00860,P06,2025,4,False,Enrolled,60,45
S00861,P12,2024,1,True,Enrolled,60,47
S00861,P12,2025,2,False,Enrolled,60,48
S00862,P09,2024,1,True,Enrolled,60,54
S00862,P07,2025,2,False,Enrolled,60,43
S00863,P06,2022,1,True,Enrolled,60,45
S00863,P06,2023,2,False,Enrolled,50,41
S00863,P06,2024,3,False,Enrolled,50,41
S00863,P06,2025,4,False,Enrolled,60,44
S00864,P06,2022,1,True,Enrolled,50,37
S00864,P06,2023,2,False,Enrolled,60,41
S00864,P06,2024,3,False,Enrolled,60,42
S00864,P06,2025,4,False,Enrolled,50,39
S00865,P11,2022,1,True,Enrolled,60,49
S00865,P03,2023,2,False,Enrolled,60,46
S00865,P03,2024,3,False,Enrolled,60,54
S00865,P03,2025,4,False,Enrolled,60,48
S00866,P08,2021,1,True,Enrolled,60,60
S00866,P05,2022,2,False,Enrolled,60,46
S00866,P05,2023,3,False,Enrolled,60,57
S00866,P05,2024,4,False,Enrolled,60,54
S00866,P05,2025,4,False,Enrolled,60,53
S00867,P05,2025,1,True,Enrolled,50,42
S00868,P06,2021,1,True,Enrolled,60,54
S00868,P06,2022,2,False,Enrolled,60,55
S00868,P06,2023,3,False,Enrolled,60,59
S00868,P06,2024,4,False,Enrolled,60,53
S00868,P06,2025,4,False,Enrolled,50,49
S00869,P04,2022,1,True,Enrolled,60,45
S00869,P04,2023,2,False,Enrolled,50,39
S00869,P04,2024,3,False,Enrolled,50,38
S00869,P02,2025,4,False,Enrolled,60,39
S00870,P12,2022,1,True,Enrolled,60,43
S00871,P08,2024,1,True,Enrolled,60,60
S00871,P08,2025,2,False,Enrolled,60,50
S00872,P05,2021,1,True,Enrolled,50,45
S00872,P05,2022,2,False,Enrolled,60,42
S00872,P05,2023,3,False,Enrolled,60,49
S00872,P05,2024,4,False,Enrolled,60,53
S00872,P05,2025,4,False,Enrolled,60,51
S00873,P03,2021,1,True,Enrolled,60,56
S00873,P12,2022,2,False,Enrolled,60,44
S00873,P07,2023,3,False,Enrolled,60,50
S00873,P07,2024,4,False,Enrolled,60,51
S00873,P07,2025,4,False,Enrolled,50,41
S00874,P03,2023,1,True,Enrolled,60,46
S00875,P06,2022,1,True,Enrolled,60,46
S00875,P06,2023,2,False,Enrolled,50,44
S00875,P06,2024,3,False,Enrolled,60,60
S00875,P06,2025,4,False,Enrolled,60,52
S00876,P06,2023,1,True,Enrolled,60,44
S00876,P06,2024,2,False,Enrolled,60,55
S00877,P05,2024,1,True,Enrolled,50,37
S00878,P11,2021,1,True,Enrolled,50,37
